Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Unrestricted Funds,"33,835,425",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"5,320,271",R30_B22_06,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",174,Unemployment Compensation,174,Unemployment Compensation,Current Unrestricted Funds,"206,664",R30_B22_06,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,8,Contractual Services,816,Housekeeping,816,HOUSEKEEPING,Current Unrestricted Funds,"20,116",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",8,Auxiliary Enterprises,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",111,Accrued Leave Payments,111,Accrued Leave Payments,Current Unrestricted Funds,"477,576",R30_B22_08,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Program Generated Automatically,11,Equipment - Additional,1107,Educational Equipment,1107,EDUCATIONAL EQUIPMENT,Current Unrestricted Funds,"3,098",R30_B22_05,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,733,Insurance,733,INSURANCE,Current Unrestricted Funds,"38,000",R30_B22_07,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,13,Fixed Charges,1305,Association Dues,1305,ASSOCIATION DUES,Current Unrestricted Funds,"244,989",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Unrestricted Funds,"92,917",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,3,Communications,301,Postage,301,POSTAGE,Current Restricted Funds,"93,442",R30_B22_03,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,730,Purchase Cost Or Lease Cost,730,Purchase Cost Or Lease Cost,Current Unrestricted Funds,900,R30_B22_06,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Program Generated Automatically,13,Fixed Charges,1304,Subscriptions,1304,Subscriptions,Current Unrestricted Funds,"2,345",R30_B22_05,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",168,Optional Retirement/Pension System(TIAA),168,Optional Retirement/Pension System(TIAA),Current Restricted Funds,"339,364",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Unrestricted Funds,"283,682",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Unrestricted Funds,"232,502",R30_B22_03,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",8,Auxiliary Enterprises,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"195,297",R30_B22_08,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Program Generated Automatically,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Restricted Funds,"60,150",R30_B22_02,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Program Generated Automatically,9,Supplies and Materials,990,Data Processing Academic/Research,990,Data Processing Academic/Research,Current Restricted Funds,"201,694",R30_B22_02,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,8,Contractual Services,892,Data Processing - Academic/Research,892,Data Processing - Academic/Research,Current Unrestricted Funds,"283,679",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,11,Equipment - Additional,1102,Audio-Visual Equipment,1102,AUDIO-VISUAL EQUIPMENT,Current Unrestricted Funds,"122,880",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Program Generated Automatically,14,Land and Structures,1411,Buildings-Purchase /Trade,1411,Buildings-Purchase /Trade,Current Unrestricted Funds,-6,R30_B22_02,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Unrestricted Funds,"205,930",R30_B22_07,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Program Generated Automatically,11,Equipment - Additional,1190,Data Processing-Academic Research,1190,Data Processing-Academic Research,Current Unrestricted Funds,"53,245",R30_B22_04,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,3,Communications,303,Telecommunications,303,Telecommunications,Current Unrestricted Funds,"2,972",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,704,Insurance,704,INSURANCE,Current Unrestricted Funds,"11,139",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Unrestricted Funds,"30,792,412",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Restricted Funds,"596,020",R30_B22_03,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",161,Employees' Retirement,161,Employees' Retirement,Current Unrestricted Funds,"7,065,331",R30_B22_07,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Unrestricted Funds,"599,283",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",152,Health Insurance,152,HEALTH INSURANCE,Current Unrestricted Funds,"34,336,073",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,6,Fuel and Utilities,620,Utilities - Electricity,620,UTILITIES - ELECTRICITY,Current Unrestricted Funds,"7,687",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Program Generated Automatically,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Unrestricted Funds,"412,939",R30_B22_07,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Program Generated Automatically,8,Contractual Services,893,Data Processing - Administrative,893,Data Processing - Administrative,Current Unrestricted Funds,"248,993",R30_B22_05,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",8,Auxiliary Enterprises,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",163,Teachers' Retirement System,163,Teachers' Retirement System,Current Unrestricted Funds,"28,731",R30_B22_08,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",1,Instruction,0,Program Generated Automatically,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"-291,719",R30_B22_01,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Program Generated Automatically,9,Supplies and Materials,951,Items For Resale,951,ITEMS FOR RESALE,Current Unrestricted Funds,"1,735,718",R30_B22_05,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",5,Student Services,0,Program Generated Automatically,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"15,596",R30_B22_05,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Program Generated Automatically,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Restricted Funds,"238,250",R30_B22_04,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Program Generated Automatically,13,Fixed Charges,1302,Insurance Coverage Paid To STO,1302,Insurance Coverage Paid To STO,Current Unrestricted Funds,"3,985",R30_B22_04,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Unrestricted Funds,"119,245",R30_B22_03,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Program Generated Automatically,13,Fixed Charges,1399,Other,1399,OTHER,Current Unrestricted Funds,"28,523",R30_B22_07,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Program Generated Automatically,7,Motor Vehicle Operation and Maintenance,702,Gas and Oil,702,GAS AND OIL,Current Restricted Funds,"18,565",R30_B22_02,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,8,Contractual Services,892,Data Processing - Academic/Research,892,Data Processing - Academic/Research,Current Unrestricted Funds,"61,081",R30_B22_03,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",4,Academic Support,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",154,Retirees Health Insurance Premiums,154,Retirees Health Insurance Premiums,Current Unrestricted Funds,"3,716,102",R30_B22_04,3,Higher Education
2017,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",3,Public Service,0,Program Generated Automatically,1,"Salaries, Wages and Fringe Benefits",120,Student Payments,120,Student Payments,Current Restricted Funds,"505,108",R30_B22_03,3,Higher Education
